Time	V1
0.0001	10
0.00020000000000000001	10
0.00030000000000000003	10
0.00040000000000000002	10
0.00050000000000000001	10
0.00060000000000000006	10
0.0007000000000000001	10
0.00080000000000000015	10
0.00090000000000000019	10
0.0010000000000000002	10
0.0011000000000000003	10
0.0012000000000000003	10
0.0013000000000000004	10
0.0014000000000000004	10
0.0015000000000000005	10
0.0016000000000000005	10
0.0017000000000000006	10
0.0018000000000000006	10
0.0019000000000000006	10
0.0020000000000000005	10
0.0021000000000000003	10
0.0022000000000000001	10
0.0023	10
0.0023999999999999998	10
0.0024999999999999996	10
0.0025999999999999994	10
0.0026999999999999993	10
0.0027999999999999991	10
0.0028999999999999989	10
0.0029999999999999988	10
0.0030999999999999986	10
0.0031999999999999984	10
0.0032999999999999982	10
0.0033999999999999981	10
0.0034999999999999979	10
0.0035999999999999977	10
0.0036999999999999976	10
0.0037999999999999974	10
0.0038999999999999972	10
0.0039999999999999975	10
0.0040999999999999977	10
0.004199999999999998	10
0.0042999999999999983	10
0.0043999999999999985	10
0.0044999999999999988	10
0.0045999999999999991	10
0.0046999999999999993	10
0.0047999999999999996	10
0.0048999999999999998	10
0.0050000000000000001	10
0.0051000000000000004	10
0.0052000000000000006	10
0.0053000000000000009	10
0.0054000000000000012	10
0.0055000000000000014	10
0.0056000000000000017	10
0.0057000000000000019	10
0.0058000000000000022	10
0.0059000000000000025	10
0.0060000000000000027	10
0.006100000000000003	10
0.0062000000000000033	10
0.0063000000000000035	10
0.0064000000000000038	10
0.006500000000000004	10
0.0066000000000000043	10
0.0067000000000000046	10
0.0068000000000000048	10
0.0069000000000000051	10
0.0070000000000000053	10
0.0071000000000000056	10
0.0072000000000000059	10
0.0073000000000000061	10
0.0074000000000000064	10
0.0075000000000000067	10
0.0076000000000000069	10
0.0077000000000000072	10
0.0078000000000000074	10
0.0079000000000000077	10
0.0080000000000000071	10
0.0081000000000000065	10
0.0082000000000000059	10
0.0083000000000000053	10
0.0084000000000000047	10
0.0085000000000000041	10
0.0086000000000000035	10
0.0087000000000000029	10
0.0088000000000000023	10
0.0089000000000000017	10
0.0090000000000000011	10
0.0091000000000000004	10
0.0091999999999999998	10
0.0092999999999999992	10
0.0093999999999999986	10
0.009499999999999998	10
0.0095999999999999974	10
