Time	V(L1)
0.0001	14.306449363693789
0.00020000000000000001	10.76467203211609
0.00030000000000000003	8.1251608553611998
0.00040000000000000002	6.1550278423465627
0.00050000000000000001	4.6814627644999209
0.00060000000000000006	3.5762394000926689
0.0007000000000000001	2.7442175829723232
0.00080000000000000015	2.1148105404838486
0.00090000000000000019	1.6356527744842269
0.0010000000000000002	1.2679009668185151
0.0011000000000000003	0.98274675327926475
0.0012000000000000003	0.75882882590861567
0.0013000000000000004	0.580312427399574
0.0014000000000000004	0.43546411756691328
0.0015000000000000005	0.31559408151695462
0.0016000000000000005	0.21427119074510786
0.0017000000000000006	0.12674047437701993
0.0018000000000000006	0.049490799154565036
0.0019000000000000006	-0.020065980496026387
0.0020000000000000005	-0.08383315026975556
0.0021000000000000003	-0.14320587550708003
0.0022000000000000001	-0.19920238426443565
0.0023	-0.25256134270751063
0.0023999999999999998	-0.30381414156889014
0.0024999999999999996	-0.35333856382059159
0.0025999999999999994	-0.40139863503138273
0.0026999999999999993	-0.44817421954967995
0.0027999999999999991	-0.49378300668899999
0.0028999999999999989	-0.53829684912880726
0.0029999999999999988	-0.58175390965898643
0.0030999999999999986	-0.62416769683011697
0.0031999999999999984	-0.66553379136530189
0.0032999999999999982	-0.70583485836132542
0.0033999999999999981	-0.74504438682025087
0.0034999999999999979	-0.78312948415163142
0.0035999999999999977	-0.82005296875926736
0.0036999999999999976	-0.85577494110105246
0.0037999999999999974	-0.89025396706285287
0.0038999999999999972	-0.92344797294447489
0.0039999999999999975	-0.95531492572352483
0.0040999999999999977	-0.98581335324151609
0.004199999999999998	-1.0149027448419063
0.0042999999999999983	-1.0425438625167647
0.0043999999999999985	-1.0686989848469981
0.0044999999999999988	-1.0933321002558727
0.0045999999999999991	-1.116409061817188
0.0046999999999999993	-1.1378977126866945
0.0047999999999999996	-1.1577679888712313
0.0048999999999999998	-1.1759920043049079
0.0050000000000000001	-1.1925441219073649
0.0051000000000000004	-1.2074010133400983
0.0052000000000000006	-1.2205417094666688
0.0053000000000000009	-1.231947642996114
0.0054000000000000012	-1.2416026844006229
0.0055000000000000014	-1.2494931719104307
0.0056000000000000017	-1.2556079361776622
0.0057000000000000019	-1.2599383200443159
0.0058000000000000022	-1.2624781937356264
0.0059000000000000025	-1.2632239657162541
0.0060000000000000027	-1.262174589386202
0.006100000000000003	-1.2593315657496169
0.0062000000000000033	-1.2546989421585957
0.0063000000000000035	-1.2482833072123629
