Time	V(L1)
0.0001	7.5872877196641575
0.00020000000000000001	5.6305320481538468
0.00030000000000000003	4.178422160414768
0.00040000000000000002	3.1008102966698843
0.00050000000000000001	2.3011137043604855
0.00060000000000000006	1.7076582485817795
0.0007000000000000001	1.2672544987340455
0.00080000000000000015	0.94043053748922656
0.00090000000000000019	0.6978942246610913
0.0010000000000000002	0.51790784050426097
0.0011000000000000003	0.38433980648864541
0.0012000000000000003	0.28521886578875666
0.0013000000000000004	0.21166113951360188
0.0014000000000000004	0.15707389431026542
0.0015000000000000005	0.11656465769053881
0.0016000000000000005	0.086502722060696868
0.0017000000000000006	0.064193736524973843
0.0018000000000000006	0.047638221212812581
0.0019000000000000006	0.035352360575521047
0.0020000000000000005	0.026235013953993302
0.0021000000000000003	0.01946902401880557
0.0022000000000000001	0.014447977687739311
0.0023	0.010721855346409015
0.0023999999999999998	0.0079566970931086445
0.0024999999999999996	0.0059046710281069892
0.0025999999999999994	0.0043818609081327509
0.0026999999999999993	0.003251782347708954
0.0027999999999999991	0.0024131501794695258
0.0028999999999999989	0.0017908006028690697
0.0029999999999999988	0.0013289545037498134
0.0030999999999999986	0.00098621815863175798
0.0031999999999999984	0.00073187325350332387
0.0032999999999999982	0.00054312370392395381
0.0033999999999999981	0.0004030525181129012
0.0034999999999999979	0.00029910558346557564
0.0035999999999999977	0.00022196648337491397
0.0036999999999999976	0.00016472149791013662
0.0037999999999999974	0.00012223995020121991
0.0038999999999999972	9.0714360991839542e-005
0.0039999999999999975	6.7319197013304959e-005
0.0040999999999999977	4.9957627842545365e-005
0.004199999999999998	3.7073594018722105e-005
0.0042999999999999983	2.7512342615665798e-005
0.0043999999999999985	2.0416930599509865e-005
0.0044999999999999988	1.5151419889392483e-005
0.0045999999999999991	1.1243880345901826e-005
0.0046999999999999993	8.3440922455939387e-006
0.0047999999999999996	6.1921572669379395e-006
0.0048999999999999998	4.5952046683343866e-006
0.0050000000000000001	3.4101049148919998e-006
0.0051000000000000004	2.5306414794816562e-006
0.0052000000000000006	1.8779909876090382e-006
0.0053000000000000009	1.39365855567091e-006
0.0054000000000000012	1.034235086905679e-006
0.0055000000000000014	7.6750665201102175e-007
0.0056000000000000017	5.6956727867472263e-007
0.0057000000000000019	4.226763135055452e-007
0.0058000000000000022	3.1366841568596688e-007
0.0059000000000000025	2.3277357463811392e-007
0.0060000000000000027	1.7274144603645386e-007
0.006100000000000003	1.2819156225461108e-007
0.0062000000000000033	9.5131056810074793e-008
0.0063000000000000035	7.0596829715710979e-008
0.0064000000000000038	5.2389962590806012e-008
0.006500000000000004	3.8878631869735235e-008
0.0066000000000000043	2.885186312127268e-008
0.0067000000000000046	2.1410988537965261e-008
0.0068000000000000048	1.5889112248416006e-008
0.0069000000000000051	1.1791323473599613e-008
0.0070000000000000053	8.7503497785208935e-009
0.0071000000000000056	6.4936429571079031e-009
0.0072000000000000059	4.8189381378423319e-009
0.0073000000000000061	3.5761384968653767e-009
0.0074000000000000064	2.6538540256946923e-009
0.0075000000000000067	1.9694272881874546e-009
0.0076000000000000069	1.4615135770977409e-009
0.0077000000000000072	1.0845919720590806e-009
0.0078000000000000074	8.0487794249699454e-010
0.0079000000000000077	5.9729998751796449e-010
0.0080000000000000071	4.4325787527292796e-010
0.0081000000000000065	3.2894220723016424e-010
0.0082000000000000059	2.4410873349685209e-010
0.0083000000000000053	1.811546472625816e-010
0.0084000000000000047	1.3443468587544123e-010
0.0085000000000000041	9.9763753238101524e-011
0.0086000000000000035	7.4035000776228296e-011
0.0087000000000000029	5.4942717466354404e-011
0.0088000000000000023	4.0772718958458606e-011
0.0089000000000000017	3.0258462826048524e-011
0.0090000000000000011	2.2456703587402624e-011
0.0091000000000000004	1.6664003934118407e-011
0.0091999999999999998	1.2365220228695417e-011
0.0092999999999999992	9.1766598560463511e-012
0.0093999999999999986	6.8087761891258172e-012
0.009499999999999998	5.0537356317983698e-012
0.0095999999999999974	3.7498895576042027e-012
0.0096999999999999968	2.7817750801310662e-012
0.0097999999999999962	2.0641270710877483e-012
0.0098999999999999956	1.5312200192676731e-012
0.009999999999999995	1.1368688009208175e-012
