Time	V(R1)
0.0001	0.62322602912513958
0.00020000000000000001	1.2393394087589
0.00030000000000000003	1.8443993550512738
0.00040000000000000002	2.4360786795127742
0.00050000000000000001	3.0121024028799748
0.00060000000000000006	3.5702567393095124
0.0007000000000000001	4.1083978390115989
0.00080000000000000015	4.6244602548204403
0.00090000000000000019	5.1164650992884182
0.0010000000000000002	5.5825278601123056
0.0011000000000000003	6.0208658430481261
0.0012000000000000003	6.4298052129414289
0.0013000000000000004	6.8077876050858075
0.0014000000000000004	7.1533762808181702
0.0015000000000000005	7.4652618030579792
0.0016000000000000005	7.7422672093922307
0.0017000000000000006	7.9833526622909012
0.0018000000000000006	8.1876195581010709
0.0019000000000000006	8.3543140786039665
0.0020000000000000005	8.4828301711189944
0.0021000000000000003	8.5727119453942269
0.0022000000000000001	8.6236554778243431
0.0023	8.6355100158761342
0.0023999999999999998	8.6082785779687221
0.0024999999999999996	8.5421179464415449
0.0025999999999999994	8.4373380536383138
0.0026999999999999993	8.2944007635302768
0.0027999999999999991	8.1139180536876285
0.0028999999999999989	7.8966496047744492
0.0029999999999999988	7.6434998070808344
0.0030999999999999986	7.3555141959064567
0.0031999999999999984	7.0338753298639798
0.0032999999999999982	6.6798981283691976
0.0033999999999999981	6.2950246867191444
0.0034999999999999979	5.880818589221124
0.0035999999999999977	5.4389587428165536
0.0036999999999999976	4.9712327555360059
0.0037999999999999974	4.4795298859179633
0.0038999999999999972	3.9658335912172253
0.0039999999999999975	3.4322137038121503
0.0040999999999999977	2.8808182666873061
0.004199999999999998	2.3138650602135886
0.0042999999999999983	1.7336328536660564
0.0043999999999999985	1.1424524160062515
0.0044999999999999988	0.5426973214056392
0.0045999999999999991	-0.063225414202949207
0.0046999999999999993	-0.67288482859233689
0.0047999999999999996	-1.283835603251704
0.0048999999999999998	-1.8936277100933316
0.0050000000000000001	-2.4998160767837363
0.0051000000000000004	-3.0999702325543081
0.0052000000000000006	-3.6916838964233332
0.0053000000000000009	-4.2725844699888524
0.0054000000000000012	-4.8403423973281239
0.0055000000000000014	-5.3926803550642335
0.0056000000000000017	-5.9273822363303585
0.0057000000000000019	-6.4423018931758804
0.0058000000000000022	-6.9353716029115544
0.0059000000000000025	-7.4046102249807539
0.0060000000000000027	-7.8481310161648556
0.006100000000000003	-8.2641490732795226
0.0062000000000000033	-8.6509883739884987
0.0063000000000000035	-9.0070883879478121
0.0064000000000000038	-9.3310102321888131
0.006500000000000004	-9.6214423464473082
0.0066000000000000043	-9.8772056660404814
0.0067000000000000046	-10.097258271876317
0.0068000000000000048	-10.280699499243781
0.0069000000000000051	-10.426773489167841
0.0070000000000000053	-10.534872168313585
0.0071000000000000056	-10.604537645678654
0.0072000000000000059	-10.63546401661514
0.0073000000000000061	-10.627498567060957
0.0074000000000000064	-10.580642373227869
0.0075000000000000067	-10.495050294379134
0.0076000000000000069	-10.371030358725006
0.0077000000000000072	-10.209042544859432
0.0078000000000000074	-10.009696963546688
0.0079000000000000077	-9.773751447033403
0.0080000000000000071	-9.5021085553995501
0.0081000000000000065	-9.1958120117626638
0.0082000000000000059	-8.8560425804036758
0.0083000000000000053	-8.4841134040812065
0.0084000000000000047	-8.0814648189356024
0.0085000000000000041	-7.6496586674455651
0.0086000000000000035	-7.190372131881321
0.0087000000000000029	-6.7053911125906573
0.0088000000000000023	-6.1966031772503145
0.0089000000000000017	-5.6659901089087343
0.0090000000000000011	-5.1156200822292295
0.0091000000000000004	-4.5476394988101774
0.0091999999999999998	-3.964264513804312
0.0092999999999999992	-3.3677722872773135
0.0093999999999999986	-2.7604919948323876
